,artist,album,albumcount,year
305829,The Tractors,Have Yourself A Tractors Christmas,7,1995
305900,The Tragically Hip,Trouble At The Henhouse,1,1996
306055,The Triplets,Thicker Than Water,5,1991
306375,The Unforgiven,The Unforgiven,2,1999
306403,The Urge,Master Of Styles,2,1998
306585,The Velvet Underground,Live MCMXCIII,1,1993
306992,The Verve Pipe,The Verve Pipe,1,1996
307180,The W's,Fourth From The Last,2,1998
307402,The Waterboys,Dream Harder,2,1993
307436,The Waterboys,Room To Roam,4,1990
307470,The Watts 103rd Street Rhythm Band,"In The Jungle, Babe",4,1997
307952,The Who,Join Together,2,1990
308019,The Who,Live At The Isle Of Wight Festival 1970,1,1996
309072,They Might Be Giants,Apollo 18,6,1992
309110,They Might Be Giants,Factory Showroom,2,1996
309192,They Might Be Giants,John Henry,4,1994
309308,They Might Be Giants,Severe Tire Damage,1,1998
309821,Third World,The Story's Been Told,5,1999
309828,Third World,"Third World, Prisoner in The Street",2,1999
310293,Three 6 Mafia,The End,3,1997
311175,Tim Dog,Penicillin On Wax,2,1991
311647,Tin Tin,Tin Tin,1,1998
311811,Tina Turner,Tina!,6,1991
313822,Tom Waits,Bone Machine,3,1992
314004,Tom Waits,The Black Rider,2,1993
314593,Tonic,Tonic,1,1996
314639,Tony Bennett,Bennett Sings Ellington Hot & Cool,3,1999
314906,Tony Bennett,Tony Bennett On Holiday -- A Tribute To Billie Holiday,5,1997
315221,Tony Terry,Tony Terry,6,1990
315233,Tony Thompson,Sexsational,5,1995
315604,Top Authority,Rated G,3,1995
315627,Tora Tora,Wild America,6,1992
315757,Tori Amos,Hey Jupiter (EP),3,1996
316502,Trace Adkins,More...,3,1999
316609,Tracie Spencer,Tracie,7,1990
316938,Tracy Lawrence,Tracy Lawrence Live,4,1995
317831,Travis Tritt,No More Looking Over My Shoulder,4,1998
318562,Tricky,Angels With Dirty Faces,3,1998
318616,Tricky,Pre-Millennium Tension,6,1996
318770,Trinere,Trinere & Friends,2,1990
319176,Trisha Yearwood,The Sweetest Gift,6,1994
319991,Twista & The Speed Knot Mobstaz,Mobstability,6,1998
320182,Twiztid,Mostasteless,1,1997
320429,Ty England,Ty England,6,1996
320439,Ty Herndon,Big Hopes,3,1998
320460,Ty Herndon,Steam,2,1999
320811,Type O Negative,World Coming Down,6,1999
321015,U-God,Golden Arms Redemption,3,1999
321368,UB40,Guns In The Ghetto,2,1997
321630,UNKLE,Psyence Fiction,2,1998
321718,Ugly Kid Joe,Menace To Sobriety,1,1995
321732,Uk,Night After Night,6,1997
322091,Underworld,Beaucoup Fish,5,1999
322500,Urge Overkill,Exit The Dragon,1,1995
322542,Uriah Heep,Best Uriah Heep,6,1996
322881,Utah Saints,Utah Saints,4,1992
323419,Van Morrison,A Night In San Francisco,4,1994
323828,Van Morrison,The Philosopher's Stone,4,1998
324422,Various Artists,101 Dalmatians (Live Action),3,1998
324856,Various Artists,A Bug's Life Sing-Along,1,1998
324898,Various Artists,A LaFace Family Christmas,2,1993
324931,Various Artists,A Season Of Soul: A Classic R&B Christmas,1,1999
325059,Various Artists,"A Very Special Christmas Live: From Washington, D.C.",7,1999
325090,Various Artists,A Windham Hill Christmas: I'll Be Home For Christmas,3,1996
325106,Various Artists,A Winter's Solstice IV,7,1993
325123,Various Artists,A Winter's Solstice: Silver Anniversary Edition,3,1995
325635,Various Artists,Bizet: Carmen: Duets & Arias,1,1997
325847,Various Artists,Celtic Christmas III,6,1997
325999,Various Artists,Christmas On Death Row,2,1996
326083,Various Artists,City On A Hill: Sing Alleluia,7,1997
327077,Various Artists,Elton John And Tim Rice's Aida,7,1999
327368,Various Artists,For The Masses,4,1998
327990,Various Artists,Handel's Messiah - A Soulful Celebration,6,1992
328548,Various Artists,Jazz To The World,5,1995
329142,Various Artists,MTV: 20 Years Of Pop,2,1993
329268,Various Artists,Marvin Is 60: A Tribute Album,6,1999
329594,Various Artists,Motown Christmas,2,1999
330632,Various Artists,Narada Christmas Collection Volume 2,2,1992
330877,Various Artists,Not Fade Away (Remembering Buddy Holly),2,1996
331455,Various Artists,Pavarotti & Friends 2,1,1999
332142,Various Artists,Reggae Gold 1997,2,1997
332173,Various Artists,Reggae Gold 1999,5,1999
333116,Various Artists,"Songs From ""Cool World""",6,1992
333323,Various Artists,Suave House: Off Da Chain Volume 1: 2000,1,1997
334115,Various Artists,The Alligator 20th Anniversary Collection,1,1991
334279,Various Artists,The Carols Of Christmas,5,1990
334329,Various Artists,The Colors Of Christmas,2,1998
334345,Various Artists,The Edge,5,1997
334369,Various Artists,The Glory Of Gershwin,1,1994
334730,Various Artists,The Rolling Stones Rock & Roll Circus,3,1995
335421,Various Artists,Touched By An Angel -- The Christmas Album,7,1999
335434,Various Artists,Tower Of Song: The Songs Of Leonard Cohen,1,1995
336435,Various Artists,White Mansions,4,1999
336495,Various Artists,Windham Hill Sampler,4,1996
336570,Various Artists,Winter Solstice On Ice,6,1999
336676,Various Artists,Woodstock: 40 Years On: Back To Yasgur's Farm,2,1999
337335,Victor Manuelle,Inconfundible,3,1999
337749,Vince Neil,Carved In Stone,1,1995
337883,Violent Femmes,New Times,4,1994
337931,Violent Femmes,Why Do Birds Sing?,5,1991
338399,WC & The Maad Circle,Curb Servin',3,1995
338539,Wade Hayes,When The Wrong One Loves You Right,6,1998
338944,War,Peace Sign,1,1994
339349,Warren Zevon,Learning To Flinch,1,1993
339691,Waylon & Willie,Clean Shirt,3,1991
339850,Waylon Jennings,The Eagle,5,1990
339988,Wayne Newton,The Best Of Wayne Newton,4,1990
340271,Weather Report,This Is This,2,1996
340389,Ween,The Mollusk,1,1997
340738,Wet Willie,Left Coast Live,2,1999
340750,Wet Willie,Wetter The Better,7,1999
341010,White Trash,White Trash,7,1992
341374,Widespread Panic,'Til The Medicine Takes,4,1999
341386,Widespread Panic,Ain't Life Grand,3,1994
341398,Widespread Panic,Bombs & Butterflies,6,1997
341422,Widespread Panic,Everyday,1,1993
341445,Widespread Panic,Light Fuse Get Away,2,1998
341575,Wilco,Being There,3,1996
341653,Wilco,Summerteeth,3,1999
341753,Wild Orchid,Wild Orchid,4,1996
341807,Will Downing,Invitation Only,3,1997
341819,Will Downing,Love's The Place To Be,7,1993
341850,Will Downing,Moods,2,1995
341883,Will Downing & Gerald Albright,Pleasures Of The Night,3,1998
341975,Will To Power,Journey Home,4,1990
342149,William Orbit,Pieces In A Modern Style,1,1995
342637,Willie Nelson,Teatro,6,1998
343296,Winger,Pull,5,1993
343661,Witchdoctor,...A S.W.A.T. Healin' Ritual,1,1997
344059,World Party,Egyptology,1,1997
344593,Wynonna & The Big Noise,Wynonna & The Big Noise,1,1997
344628,Wynton Marsalis,Standard Time Vol. 2 Intimacy Calling,6,1991
345045,Xzibit,40 Dayz & 40 Nightz,5,1999
345062,Xzibit,At The Speed Of Life,4,1996
345501,Yanni,Port Of Mystery,2,1997
345581,Yanni,Yanni Live!: The Concert Event,2,1994
346131,Yes,Keys To Ascension,1,1996
346141,Yes,Open Your Eyes,1,1997
346167,Yes,The Ladder,2,1999
347410,Yukmouth,Thugged Out The Albulation,7,1999
347530,Yvonne Elliman,Yvonne,6,1997
348611,Ziggy Marley And The Melody Makers,Free Like We Want 2 B,5,1995
348640,Ziggy Marley And The Melody Makers,Joy And Blues,2,1993
348916,dada,American Highway Flower,1,1994
349133,delirious?,Mezzamorphis,1,1999
349955,newsboys,Love Liberty Disco,6,1999
